0.01334256	-0.00000000
0.04669897	-0.00000486
0.08005538	0.00000848
0.11341179	0.00004814
0.14676820	-0.00000267
0.18012461	0.00003469
0.21348102	-0.00003588
0.24683743	-0.00009196
0.28019384	0.00030627
0.31355025	0.00008432
0.34690666	0.00007636
0.38026307	0.00032182
0.41361948	0.00058307
0.44697589	-0.00021770
0.48033230	0.00051222
0.51368871	0.00056018
0.54704512	-0.00001346
0.58040153	0.00119135
0.61375794	0.00259901
0.64711434	0.00114825
0.68047075	0.00233824
0.71382716	0.00004440
0.74718357	0.00019294
0.78053998	-0.00203412
0.81389639	0.00098276
0.84725280	-0.00180676
0.88060921	0.00093305
0.91396562	-0.00294617
0.94732203	-0.00094529
0.98067844	-0.00038467
1.01403485	-0.00068989
1.04739126	-0.00192126
1.08074767	-0.00430081
1.11410408	-0.00309490
1.14746049	-0.00044069
1.18081690	0.00341794
1.21417331	0.00281069
1.24752972	-0.00093523
1.28088613	0.00250596
1.31424254	0.00517848
1.34759894	0.00503701
1.38095535	-0.00043729
1.41431176	0.00237504
1.44766817	-0.00243621
1.48102458	-0.00053940
1.51438099	0.00062037
1.54773740	0.00112567
1.58109381	-0.00344134
1.61445022	0.00831591
1.64780663	0.00333481
1.68116304	0.00789307
1.71451945	0.01469493
1.74787586	0.00092408
1.78123227	-0.00007777
1.81458868	0.00313716
1.84794509	0.00252738
1.88130150	-0.01318439
1.91465791	0.00055830
1.94801432	0.01047744
1.98137073	-0.00072083
2.01472713	0.00376498
2.04808354	0.00072095
2.08143995	0.00344456
2.11479636	0.00480636
2.14815277	0.00496657
2.18150918	0.00833103
2.21486559	0.00272361
2.24822200	-0.00544721
2.28157841	0.00456604
2.31493482	-0.00000000
2.34829123	0.00272361
2.38164764	0.00472626
2.41500405	0.00312414
2.44836046	0.00857135
2.48171687	-0.00208276
2.51507328	0.00168223
2.54842969	-0.00000000
2.58178610	-0.00088117
2.61514251	0.00592785
2.64849892	0.00945251
2.68185533	0.00432573
2.71521173	0.00224297
2.74856814	-0.00064085
2.78192455	0.01001325
2.81528096	0.00128170
2.84863737	0.00640848
2.88199378	0.00272361
2.91535019	-0.00056074
2.94870660	-0.00224297
2.98206301	0.00576763
3.01541942	0.00977294
3.04877583	0.01425888
3.08213224	0.01401856
3.11548865	0.00064085
3.14884506	0.00456604
3.18220147	0.00384509
3.21555788	0.00833103
3.24891429	0.00392520
3.28227070	0.00248329
3.31562711	0.00624827
3.34898352	0.00769018
3.38233993	0.01017347
3.41569633	0.01113474
3.44905274	0.00712944
3.48240915	0.01489972
3.51576556	0.01698248
3.54912197	0.01586100
3.58247838	0.01145516
3.61583479	0.00865145
3.64919120	0.00320424
3.68254761	0.01105463
3.71590402	0.00480636
3.74926043	0.00240318
3.78261684	0.00688912
3.81597325	0.00384509
3.84932966	0.01193580
3.88268607	0.00456604
3.91604248	0.00208276
3.94939889	0.00456604
3.98275530	-0.00024032
4.01611171	0.01153527
4.04946812	0.00857135
4.08282453	0.00937241
4.11618093	0.00913209
4.14953734	0.01129495
4.18289375	0.00857135
4.21625016	0.01097453
4.24960657	0.01129495
4.28296298	0.00576763
4.31631939	0.01041379
4.34967580	0.01105463
4.38303221	0.01441909
4.41638862	0.00833103
4.44974503	0.01137506
4.48310144	0.01193580
4.51645785	0.00208276
4.54981426	-0.00120159
4.58317067	0.00304403
4.61652708	0.01762333
4.64988349	0.00969283
4.68323990	0.00937241
4.71659631	0.01377824
4.74995272	0.01201591
4.78330913	0.01586100
4.81666553	0.00168223
4.85002194	0.01265675
4.88337835	0.01546047
4.91673476	0.00576763
4.95009117	0.00520689
4.98344758	0.00592785
5.01680399	0.00176233
5.05016040	0.00480636
5.08351681	0.00240318
5.11687322	0.00320424
5.15022963	-0.00040053
5.18358604	-0.00552732
5.21694245	-0.00897188
5.25029886	-0.00889177
5.28365527	-0.00616816
5.31701168	-0.00200265
5.35036809	-0.00985304
5.38372450	-0.00969283
5.41708091	0.00048064
5.45043732	-0.00672891
5.48379373	-0.00200265
5.51715013	-0.00881166
5.55050654	-0.00889177
5.58386295	-0.00152201
5.61721936	-0.00096127
5.65057577	-0.00769018
5.68393218	-0.01201591
5.71728859	-0.00929230
5.75064500	-0.01145516
5.78400141	-0.01578089
5.81735782	-0.01001325
5.85071423	-0.01393845
5.88407064	-0.01674216
5.91742705	-0.00712944
5.95078346	-0.00985304
5.98413987	-0.00929230
6.01749628	-0.01217612
6.05085269	-0.00600795
6.08420910	-0.01089442
6.11756551	-0.00592785
6.15092192	-0.00969283
6.18427832	-0.00905198
6.21763473	-0.01249654
6.25099114	-0.01962598
6.28434755	-0.01922545
6.31770396	-0.01289707
6.35106037	-0.01145516
6.38441678	-0.00456604
6.41777319	-0.00160212
6.45112960	-0.00352467
