0.01334256	-0.00000000
0.04669897	-0.00000792
0.08005538	-0.00001961
0.11341179	0.00001660
0.14676820	0.00004281
0.18012461	0.00008201
0.21348102	0.00015566
0.24683743	-0.00015931
0.28019384	0.00033126
0.31355025	0.00049304
0.34690666	0.00034418
0.38026307	0.00064429
0.41361948	0.00047500
0.44697589	0.00039095
0.48033230	0.00034601
0.51368871	-0.00130988
0.54704512	0.00074179
0.58040153	0.00087617
0.61375794	0.00011905
0.64711434	0.00166867
0.68047075	-0.00018096
0.71382716	0.00273280
0.74718357	0.00036417
0.78053998	0.00214104
0.81389639	0.00255799
0.84725280	-0.00023789
0.88060921	0.00112932
0.91396562	0.00243573
0.94732203	0.00200329
0.98067844	-0.00207339
1.01403485	-0.00222794
1.04739126	-0.00055076
1.08074767	0.00099008
1.11410408	0.00066118
1.14746049	-0.00097442
1.18081690	-0.00223952
1.21417331	-0.00179778
1.24752972	-0.00059965
1.28088613	-0.00540489
1.31424254	0.00171243
1.34759894	-0.00017599
1.38095535	-0.00386688
1.41431176	-0.00063548
1.44766817	-0.00308806
1.48102458	-0.00714030
1.51438099	-0.00647252
1.54773740	-0.00787267
1.58109381	-0.00795093
1.61445022	-0.00312941
1.64780663	-0.00599524
1.68116304	0.00083441
1.71451945	0.00198724
1.74787586	-0.00730791
1.78123227	-0.00644716
1.81458868	0.00314500
1.84794509	0.00071873
1.88130150	-0.00682253
1.91465791	-0.00078960
1.94801432	-0.00359112
1.98137073	0.00641538
2.01472713	0.00753798
2.04808354	-0.00271559
2.08143995	-0.00479835
2.11479636	-0.00455803
2.14815277	-0.00407740
2.18150918	-0.00439782
2.21486559	-0.00335644
2.24822200	0.00345257
2.28157841	-0.00303602
2.31493482	-0.00255538
2.34829123	-0.00191453
2.38164764	0.00072896
2.41500405	0.01002127
2.44836046	0.00369289
2.48171687	0.00409342
2.51507328	0.00497459
2.54842969	0.00441384
2.58178610	0.00353268
2.61514251	-0.00543920
2.64849892	-0.00047263
2.68185533	0.00048865
2.71521173	0.00217087
2.74856814	-0.00167422
2.78192455	-0.00071294
2.81528096	0.00353268
2.84863737	-0.00415750
2.88199378	-0.00447793
2.91535019	-0.00431772
2.94870660	-0.00231506
2.98206301	-0.00664079
3.01541942	-0.00391719
3.04877583	-0.00159411
3.08213224	-0.00624026
3.11548865	-0.00223496
3.14884506	-0.00015220
3.18220147	0.00048865
3.21555788	-0.00167422
3.24891429	0.00000801
3.28227070	-0.00736175
3.31562711	-0.00575962
3.34898352	-0.00239517
3.38233993	0.00193056
3.41569633	-0.00495856
3.44905274	-0.00359676
3.48240915	-0.00455803
3.51576556	0.00008812
3.54912197	-0.00063284
3.58247838	0.00096928
3.61583479	0.00353268
3.64919120	-0.00015220
3.68254761	0.00032843
3.71590402	0.00553533
3.74926043	0.00353268
3.78261684	-0.00215485
3.81597325	0.00040854
3.84932966	-0.00055273
3.88268607	-0.00127369
3.91604248	-0.00712143
3.94939889	-0.00680100
3.98275530	-0.00728164
4.01611171	0.00128971
4.04946812	-0.00343655
4.08282453	-0.00231506
4.11618093	0.00217087
4.14953734	-0.00263549
4.18289375	-0.01537235
4.21625016	-0.01136705
4.24960657	-0.00311613
4.28296298	-0.00135379
4.31631939	-0.00127369
4.34967580	0.00056875
4.38303221	0.00008812
4.41638862	0.00169024
4.44974503	-0.00231506
4.48310144	0.00088918
4.51645785	0.00209077
4.54981426	0.00144992
4.58317067	0.00169024
4.61652708	0.00297193
4.64988349	-0.00551931
4.68323990	0.00329236
4.71659631	-0.00279570
4.74995272	-0.00159411
4.78330913	-0.00704132
4.81666553	-0.00407740
4.85002194	-0.01176758
4.88337835	-0.00824291
4.91673476	-0.01144715
4.95009117	-0.00824291
4.98344758	-0.00255538
